epoch,mean_R,mean_R_train,overall_max_R,max_R,best_prog_complexity,mean_complexity,loss,n_physical,n_rewarded,best_prog_of_epoch,overall_best_prog,best_prog_of_epoch_prefix,overall_best_prog_prefix
0,0.06713977591865733,0.7930761729053775,0.8513191840239559,0.8513191840239559,16.0,20.558,0.4683188066821148,231,88,(x*((((((((((Omega+1)+(Omega+x)))**(-1))+x))**(0.5))/H0))**(-1))),(x*((((((((((Omega+1)+(Omega+x)))**(-1))+x))**(0.5))/H0))**(-1))),[ 9.12130279 -1.00456   ],[ 9.12130279 -1.00456   ]
1,0.06386912942572602,0.7893301553492493,0.8513191840239559,0.8374653715614024,13.0,20.47,0.47717695768667123,237,85,(((((H0)**(2))-(((x*(((((1)**(0.5))*((H0)**(-1))))**(2))))**(-1))))**(0.5)),(x*((((((((((Omega+1)+(Omega+x)))**(-1))+x))**(0.5))/H0))**(-1))),[7.73874736 1.        ],[ 9.12130279 -1.00456   ]
2,0.06301968630603012,0.7899904195687565,0.8513191840239559,0.8338531129306028,17.0,20.597,0.6163323540926283,217,83,((exp(Omega)/((H0)**(-1)))-((((H0)**(0.5))*(H0/(x*((H0)**(0.5)))))-H0)),(x*((((((((((Omega+1)+(Omega+x)))**(-1))+x))**(0.5))/H0))**(-1))),[20.87590956 -3.9332108 ],[ 9.12130279 -1.00456   ]
3,0.06352199883515411,0.7943654547409649,0.8523860606202238,0.8523860606202238,17.0,20.637,0.48580514763124233,214,83,((((cos((exp(1)*(((x+((x-Omega)-1)))**(0.5))))-Omega))**(0.5))*H0),((((cos((exp(1)*(((x+((x-Omega)-1)))**(0.5))))-Omega))**(0.5))*H0),[3.24906695 1.02076   ],[3.24906695 1.02076   ]
4,0.0731597025780129,0.7948863912431748,0.8957437948889945,0.8957437948889945,15.0,20.539,0.43384343470023223,214,95,((((1*(x-(((cos(x))**(0.5))/Omega)))/(((x/H0))**(2))))**(0.5)),((((1*(x-(((cos(x))**(0.5))/Omega)))/(((x/H0))**(2))))**(0.5)),[7.73787774 0.72157756],[7.73787774 0.72157756]
