EQ NB,algorithm,data_group,dataset,EQ NB,target_noise,true_model,# EVALUATIONS,STARTED,FINISHED,model_size,simplified_complexity,symbolic_error_is_zero,symbolic_error_is_constant,symbolic_fraction_is_constant,symbolic_solution,mse_test,mae_test,r2_test,r2_zero_test,accuracy_solution
56,PhySO,Feynman,feynman_II_6_15b,56,0.0,0.12*p_d*sin(2*theta)/(epsilon*r**3),4959623,5,5,13.0,13.0,5,5,5,1.0,2.5871192490032443e-35,inf,1.0,1.0,1.0
57,PhySO,Feynman,feynman_II_8_7,57,0.0,0.048*q**2/(d*epsilon),4952606,5,5,11.0,11.0,5,5,5,1.0,3.940531339702196e-34,inf,1.0,1.0,1.0
58,PhySO,Feynman,feynman_II_8_31,58,0.0,0.5*Ef**2*epsilon,4953844,5,5,6.0,6.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
59,PhySO,Feynman,feynman_II_10_9,59,0.0,sigma_den/(epsilon*(chi + 1)),4962005,5,5,10.0,10.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
60,PhySO,Feynman,feynman_II_11_3,60,0.0,-Ef*q/(m*(omega**2 - omega_0**2)),4954941,5,5,20.8,18.4,3,3,3,0.6,2.65717531228311e-10,inf,0.999999982506109,0.999999981967911,1.0
62,PhySO,Feynman,feynman_II_11_20,62,0.0,0.333*Ef*n_rho*p_d**2/(T*kb),4953056,5,5,13.0,13.0,5,5,5,1.0,8.429342409647094e-29,inf,1.0,1.0,1.0
63,PhySO,Feynman,feynman_II_11_27,63,0.0,-Ef*alpha*epsilon*n/(0.333*alpha*n - 1),4962763,5,5,11.2,11.2,0,0,0,0.0,1.5032323690763459e-05,inf,0.9999699420499087,0.9999697253848784,1.0
64,PhySO,Feynman,feynman_II_11_28,64,0.0,-alpha*n/(0.333*alpha*n - 1) + 1,4987803,5,5,11.0,11.0,0,0,0,0.0,8.763148639284972e-07,inf,0.9999897824764546,0.9999896601511383,1.0
65,PhySO,Feynman,feynman_II_13_17,65,0.0,0.159*I/(c**2*epsilon*r),4952009,5,5,12.0,12.0,5,5,5,1.0,3.785162323909839e-33,inf,1.0,1.0,1.0
66,PhySO,Feynman,feynman_II_13_23,66,0.0,rho_c_0/(1 - v**2/c**2)**0.5,4956742,5,5,16.0,13.8,4,4,4,0.8,2.3245707279736615e-12,inf,0.9999999999983934,0.9999999999984178,0.8
67,PhySO,Feynman,feynman_II_13_34,67,0.0,rho_c_0*v/(1 - v**2/c**2)**0.5,4956882,5,5,17.4,16.2,1,1,1,0.2,4.2292896077678824e-08,inf,0.9999999904696021,0.999999990040888,0.6
68,PhySO,Feynman,feynman_II_15_4,68,0.0,-B*mom*cos(theta),4966745,5,5,6.0,6.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
69,PhySO,Feynman,feynman_II_15_5,69,0.0,-Ef*p_d*cos(theta),4963825,5,5,6.0,6.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
70,PhySO,Feynman,feynman_II_21_32,70,0.0,0.08*c*q/(epsilon*r*(c - v)),4952488,5,5,14.0,13.6,0,0,0,0.0,0.00016262090922905623,inf,0.9301388195757344,0.9296812067946328,0.0
71,PhySO,Feynman,feynman_II_24_17,71,0.0,3.14*(-1/d**2 + 0.101*omega**2/c**2)**0.5,4961254,5,5,17.6,17.6,4,4,4,0.8,3.693776262410953e-13,inf,0.9999999999995038,0.9999999999995043,0.8
72,PhySO,Feynman,feynman_II_27_16,72,0.0,Ef**2*c*epsilon,4956732,5,5,6.0,6.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
73,PhySO,Feynman,feynman_II_27_18,73,0.0,Ef**2*epsilon,4951798,5,5,5.0,5.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
74,PhySO,Feynman,feynman_II_34_2a,74,0.0,0.159*q*v/r,4954612,5,5,7.0,7.0,5,5,5,1.0,2.3261805293636957e-30,inf,1.0,1.0,1.0
75,PhySO,Feynman,feynman_II_34_2,75,0.0,0.5*q*r*v,4955984,5,5,5.0,5.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
76,PhySO,Feynman,feynman_II_34_11,76,0.0,0.5*B*g_*q/m,4958488,5,5,8.0,8.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
77,PhySO,Feynman,feynman_II_34_29a,77,0.0,0.08*h*q/m,4953340,5,5,7.0,7.0,5,5,5,1.0,9.96716250486179e-32,inf,1.0,1.0,1.0
78,PhySO,Feynman,feynman_II_34_29b,78,0.0,6.28*B*Jz*g_*mom/h,4961485,5,5,9.0,9.0,5,5,5,1.0,3.080247491538281e-26,inf,1.0,1.0,1.0
79,PhySO,Feynman,feynman_II_35_18,79,0.0,n_0/(2*cosh(B*mom/(T*kb))),4967275,5,5,18.6,18.4,0,0,0,0.0,0.023318653966777455,inf,0.7687889899629174,0.7685239391251889,0.2
80,PhySO,Feynman,feynman_II_35_21,80,0.0,mom*n_rho*tanh(B*mom/(T*kb)),4954984,5,5,15.0,14.4,0,0,0,0.0,0.8778962100408914,inf,0.9655275783057312,0.9659009491100203,0.0
81,PhySO,Feynman,feynman_II_36_38,81,0.0,mom*(H*c**2*epsilon + M*alpha)/(T*c**2*epsilon*kb),4964466,5,5,14.4,14.4,0,0,0,0.0,0.2282584804282891,inf,0.8203625617760111,0.8179090276738354,0.0
82,PhySO,Feynman,feynman_II_37_1,82,0.0,B*mom*(chi + 1),4961320,5,5,6.0,6.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
83,PhySO,Feynman,feynman_II_38_3,83,0.0,A*Y*x/d,4961289,5,5,7.0,7.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
84,PhySO,Feynman,feynman_II_38_14,84,0.0,Y/(2*(sigma + 1)),4970013,5,5,8.6,8.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
85,PhySO,Feynman,feynman_III_4_32,85,0.0,1/(exp(0.159*h*omega/(T*kb)) - 1),4958495,5,5,12.6,12.6,1,1,1,0.2,0.00025651002760377354,inf,0.999996981932091,0.9999969456836706,1.0
86,PhySO,Feynman,feynman_III_4_33,86,0.0,0.159*h*omega/(exp(0.159*h*omega/(T*kb)) - 1),4961978,5,5,19.2,17.8,0,0,0,0.0,7.210253264178278e-05,inf,0.9999972722593636,0.9999972630375109,1.0
87,PhySO,Feynman,feynman_III_7_38,87,0.0,12.6*B*mom/h,4952685,5,5,7.0,7.0,5,5,5,1.0,1.7297776065859266e-26,inf,1.0,1.0,1.0
88,PhySO,Feynman,feynman_III_8_54,88,0.0,sin(6.28*E_n*t/h)**2,4964927,5,5,10.8,10.8,5,5,5,1.0,1.9625938742390143e-25,inf,1.0,1.0,1.0
89,PhySO,Feynman,feynman_III_9_52,89,0.0,25.1*Ef*p_d*sin(t*(omega - omega_0)/2)**2/(h*t*(omega - omega_0)**2),4970376,5,5,20.4,18.6,0,0,0,0.0,120.72866229536717,inf,0.41342085951783025,0.4089235438243938,0.0
90,PhySO,Feynman,feynman_III_10_19,90,0.0,mom*(Bx**2 + By**2 + Bz**2)**0.5,4962111,5,5,12.2,11.4,0,0,0,0.0,0.4586904084389028,inf,0.9913300219796344,0.9912330206777028,0.0
91,PhySO,Feynman,feynman_III_12_43,91,0.0,0.159*h*n,4964653,5,5,4.0,4.0,5,5,5,1.0,1.1610202205775065e-29,inf,1.0,1.0,1.0
92,PhySO,Feynman,feynman_III_13_18,92,0.0,12.6*E_n*d**2*k/h,4959370,5,5,10.0,10.0,5,5,5,1.0,2.6923728899256794e-24,inf,1.0,1.0,1.0
93,PhySO,Feynman,feynman_III_14_14,93,0.0,I_0*(exp(Volt*q/(T*kb)) - 1),4962634,5,5,16.2,14.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
94,PhySO,Feynman,feynman_III_15_12,94,0.0,2*U*(1 - cos(d*k)),4958697,5,5,10.6,11.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
95,PhySO,Feynman,feynman_III_15_14,95,0.0,0.013*h**2/(E_n*d**2),4952984,5,5,11.0,11.0,5,5,5,1.0,1.3822496559542058e-33,inf,1.0,1.0,1.0
96,PhySO,Feynman,feynman_III_15_27,96,0.0,6.28*alpha/(d*n),4962970,5,5,9.8,9.2,4,4,5,1.0,5.369333803434921e-30,inf,1.0,1.0,0.8
97,PhySO,Feynman,feynman_III_17_37,97,0.0,beta*(alpha*cos(theta) + 1),4985892,5,5,8.2,8.0,5,5,5,1.0,4.3177545954905525e-31,inf,1.0,1.0,1.0
98,PhySO,Feynman,feynman_III_19_51,98,0.0,-0.125*m*q**4/(epsilon**2*h**2*n**2),4957419,5,5,15.0,15.0,5,5,5,1.0,1.7958763144074804e-31,inf,1.0,1.0,1.0
99,PhySO,Feynman,feynman_III_21_20,99,0.0,-A_vec*q*rho_c_0/m,4952224,5,5,8.0,8.0,5,5,5,1.0,0.0,inf,1.0,1.0,1.0
100,PhySO,Feynman,feynman_test_1,100,0.0,0.062*Z_1**2*Z_2**2*alpha**2*c**2*hbar**2/(E_n**2*sin(theta/2)**4),4957634,5,5,26.2,26.2,0,0,0,0.0,0.7063132371087201,inf,0.9955473002940161,0.9951294221456942,0.0
101,PhySO,Feynman,feynman_test_2,101,0.0,k_G*m*(1.41*(E_n*L**2/(k_G**2*m) + 0.5)**0.5*cos(theta1 - theta2) + 1)/L**2,4319438,5,2,8.2,7.8,0,0,0,0.0,2.8601722209753144,inf,0.3014773003938591,0.30010972291712934,0.0
102,PhySO,Feynman,feynman_test_3,102,0.0,d*(1 - alpha**2)/(alpha*cos(theta1 - theta2) + 1),4959319,5,5,13.2,13.2,0,0,0,0.0,0.16296754269904232,inf,0.9522712838002629,0.9525865831472395,0.0
103,PhySO,Feynman,feynman_test_4,103,0.0,1.41*(E_n - 0.5*L**2/(m*r**2) - U)**0.5/m**0.5,4954381,5,5,19.8,18.6,0,0,0,0.0,inf,inf,0.0,0.0,0.0
104,PhySO,Feynman,feynman_test_5,104,0.0,6.28*d**1.5/(G**0.5*(m1 + m2)**0.5),4955192,5,5,16.8,13.0,5,5,5,1.0,1.9113626416961982e-29,inf,1.0,1.0,1.0
105,PhySO,Feynman,feynman_test_6,105,0.0,1.41*(E_n*L**2*epsilon**2/(Z_1**2*Z_2**2*m*q**4) + 0.5)**0.5,4969987,5,5,10.2,2.2,0,0,0,0.0,inf,inf,0.0,0.0,0.0
106,PhySO,Feynman,feynman_test_7,106,0.0,2.89*(G*rho - 0.119*alpha*c**2/d**2)**0.5,4953055,5,5,15.8,15.6,0,0,0,0.0,0.0018176338208788284,inf,0.998799501458621,0.9987604666133407,0.0
107,PhySO,Feynman,feynman_test_8,107,0.0,-E_n/(E_n*(cos(theta) - 1)/(c**2*m) - 1),4884291,5,3,21.4,21.0,0,0,0,0.0,0.0017132577133958777,inf,0.9915952673180015,0.9915436391356723,0.2
108,PhySO,Feynman,feynman_test_9,108,0.0,6.4*G**4*m1**2*m2**2*(-m1 - m2)/(c**5*r**5),4803233,5,4,15.6,15.6,False,False,False,0.0,23217614.598509323,inf,0.5007075869102079,0.49444867105085244,0.0
110,PhySO,Feynman,feynman_test_11,110,0.0,8*I_0*sin(alpha/2)**2*sin(delta*n/2)**2/(alpha**2*(1 - cos(delta))),4964870,5,5,26.0,23.4,0,0,0,0.0,0.11737713468823152,inf,0.8894604218315079,0.8881014250540465,0.0
111,PhySO,Feynman,feynman_test_12,111,0.0,1.0*Volt*d*q/y**2 - 0.08*d*q**2*y/(epsilon*(d**2 - y**2)**2),4956607,5,5,16.4,13.2,0,0,0,0.0,0.00019918925688970225,inf,0.9999990726128676,0.9999990544935724,1.0
112,PhySO,Feynman,feynman_test_13,112,0.0,0.056*q/(epsilon*(0.5*d**2 - d*r*cos(alpha) + 0.5*r**2)**0.5),4953410,5,5,15.2,15.0,0,0,0,0.0,4.352562678917276e-05,inf,0.8182239003319688,0.8204896912493274,0.0
113,PhySO,Feynman,feynman_test_14,113,0.0,Ef*(d**3*(alpha - 1)/(r**2*(alpha + 2)) - r)*cos(theta),4953875,5,5,14.6,12.4,0,0,0,0.0,67.47821426121048,inf,0.6093097860360304,0.6096622017683899,0.0
114,PhySO,Feynman,feynman_test_15,114,0.0,omega*(c**2 - v**2)**0.5/(c + v*cos(theta)),4965670,5,5,12.8,12.6,0,0,0,0.0,0.006953097959266633,inf,0.9956049156061456,0.9956083023257691,0.0
115,PhySO,Feynman,feynman_test_16,115,0.0,Volt*q + c**1.0*(c**2*m**2 + (A_vec*q - p)**2)**0.5,4962749,5,5,17.8,17.8,0,0,0,0.0,15.1567028280725,inf,0.9813074243290828,0.9815727440548337,0.0
116,PhySO,Feynman,feynman_test_17,116,0.0,0.5*(m**2*omega**2*x**2*(alpha*x/y + 1) + p**2)/m,4959762,5,5,12.6,12.6,0,0,0,0.0,19926.174189911002,inf,0.9908546466179126,0.9911403970401901,0.0
117,PhySO,Feynman,feynman_test_18,117,0.0,0.119*(H_G**2 + c**2*k_f/r**2)/G,4953591,5,5,20.0,20.0,0,0,0,0.0,0.049038896862942584,inf,0.9127198129930257,0.9126341547146104,0.0
118,PhySO,Feynman,feynman_test_19,118,0.0,0.04*(H_G**2*c**2*(2*alpha - 1) - c**4*k_f/r**2)/G,4954467,5,5,18.4,18.4,0,0,0,0.0,7.064953988285974,inf,0.9512611456392195,0.9515472850580448,0.0
119,PhySO,Feynman,feynman_test_20,119,0.0,0.08*alpha**2*h**2*omega_0**2*(omega/omega_0 - sin(beta)**2 + omega_0/omega)/(c**2*m**2*omega**2),4959673,5,5,24.2,24.8,0,0,0,0.0,6.967665142142248,inf,0.956840839588957,0.9546819189985476,0.0
