m,x,y,z,vx,vy,vz,ra,dec,dis,vh,mu_r,mu_d,l,b,mu_l,mu_b,l_alt,phi1,phi2,mu_p1,mu_p2,sID
0.0,13.059744,-83.988091,-23.595764,-49.311564,90.647477,-37.023522,133.378717,-68.908627,89.787534,148.332119,-0.147101,0.174603,-75.809303,-15.236005,-0.228049,-0.010886,-75.809303,-111.952788,13.706638,0.027394,-0.226659,1
0.0,12.564133,-83.065419,-23.961404,-49.80937,93.893027,-36.099533,132.214446,-69.016949,88.905842,145.315759,-0.14218,0.179207,-75.979482,-15.635373,-0.228606,-0.008336,-75.979482,-111.530738,13.571793,0.024676,-0.227423,1
0.0,12.063586,-82.110115,-24.317631,-50.298538,97.173975,-35.140504,131.018614,-69.120823,87.995113,142.252052,-0.137051,0.183852,-76.151702,-16.042604,-0.229242,-0.005734,-76.151702,-111.100874,13.435487,0.021913,-0.228264,1
0.0,11.558192,-81.121817,-24.664085,-50.778681,100.492044,-34.144789,129.789711,-69.219905,87.055061,139.13867,-0.131699,0.188537,-76.32612,-16.458209,-0.22996,-0.003074,-76.32612,-110.662671,13.297617,0.019101,-0.229186,1
0.0,11.048044,-80.100146,-25.000391,-51.249364,103.84903,-33.110618,128.526155,-69.313811,86.085387,135.973143,-0.126107,0.193257,-76.502908,-16.882736,-0.230762,-3.51E-4,-76.502908,-110.21557,13.158075,0.016233,-0.230191,1
0.0,10.533239,-79.044703,-25.326155,-51.710101,107.246812,-32.036077,127.226292,-69.402114,85.085778,132.752842,-0.120256,0.198008,-76.682247,-17.316774,-0.231652,0.00244,-76.682247,-109.758966,13.016746,0.013305,-0.231282,1
0.0,10.013878,-77.95507,-25.640963,-52.160346,110.687357,-30.919106,125.888394,-69.484336,84.055912,129.474961,-0.114127,0.202784,-76.864332,-17.760963,-0.232633,0.005305,-76.864332,-109.292207,12.873509,0.010312,-0.232465,1
0.0,9.490069,-76.830809,-25.94438,-52.599489,114.172725,-29.757473,124.51066,-69.559947,82.99545,126.136511,-0.107699,0.207579,-77.049372,-18.215991,-0.233709,0.008251,-77.049372,-108.81459,12.728234,0.007247,-0.233743,1
0.0,8.961928,-75.671461,-26.235948,-53.026847,117.705073,-28.548768,123.09121,-69.628354,81.904042,122.734294,-0.100951,0.212384,-77.237594,-18.682607,-0.234884,0.011283,-77.237594,-108.32535,12.580783,0.004103,-0.235119,1
0.0,8.429575,-74.476546,-26.515182,-53.441658,121.286662,-27.290377,121.628092,-69.688896,80.781324,119.26489,-0.093858,0.217189,-77.429242,-19.161625,-0.236163,0.01441,-77.429242,-107.823658,12.431009,8.75E-4,-0.236601,1
0.0,7.893141,-73.245559,-26.781573,-53.843067,124.919864,-25.979463,120.11928,-69.740836,79.626918,115.724633,-0.086398,0.221983,-77.624581,-19.653933,-0.23755,0.017638,-77.624581,-107.308611,12.278754,-0.002445,-0.238192,1
0.0,7.352763,-71.977971,-27.034579,-54.230118,128.607167,-24.612944,118.562676,-69.783348,78.440432,112.109587,-0.078543,0.226752,-77.8239,-20.160497,-0.239051,0.020977,-77.8239,-106.779223,12.123848,-0.005866,-0.239898,1
0.0,6.808591,-70.673229,-27.273627,-54.601741,132.351182,-23.187466,116.956116,-69.815509,77.22146,108.415522,-0.070268,0.231479,-78.027514,-20.68238,-0.240672,0.024435,-78.027514,-106.234414,11.966108,-0.009395,-0.241727,1
0.0,6.260785,-69.330752,-27.498111,-54.956733,136.154647,-21.699373,115.297373,-69.836285,75.969585,104.637883,-0.061543,0.236145,-78.235768,-21.220745,-0.242419,0.028022,-78.235768,-105.673001,11.80534,-0.013041,-0.243684,1
0.0,5.709518,-67.949931,-27.707385,-55.293746,140.020436,-20.144668,113.584164,-69.844517,74.684372,100.771755,-0.052339,0.240729,-78.449041,-21.776876,-0.244299,0.031749,-78.449041,-105.093679,11.641329,-0.016815,-0.245779,1
0.0,5.154977,-66.530128,-27.90076,-55.611261,143.95156,-18.518984,111.81416,-69.838904,73.365378,96.811829,-0.042625,0.245206,-78.667752,-22.352188,-0.24632,0.035627,-78.667752,-104.49501,11.473846,-0.020726,-0.248019,1
0.0,4.597365,-65.070675,-28.077504,-55.90757,147.951178,-16.817527,109.984999,-69.81798,72.012144,92.752361,-0.03237,0.249546,-78.892364,-22.948251,-0.24849,0.039668,-78.892364,-103.875399,11.302643,-0.024786,-0.250413,1
0.0,4.036904,-63.570868,-28.236833,-56.180744,152.022592,-15.035037,108.094291,-69.780099,70.624202,88.587119,-0.021541,0.253717,-79.123393,-23.566806,-0.250819,0.043887,-79.123393,-103.233078,11.127446,-0.029007,-0.252972,1
0.0,3.473837,-62.029975,-28.377908,-56.428602,156.169257,-13.165721,106.139644,-69.723402,69.201075,84.309335,-0.010106,0.257681,-79.361414,-24.209798,-0.253317,0.048297,-79.361414,-102.566075,10.947961,-0.033402,-0.255707,1
0.0,2.908427,-60.447224,-28.499829,-56.648673,160.394771,-11.203189,104.118673,-69.645786,67.742276,79.911644,0.001968,0.261398,-79.607074,-24.879399,-0.255994,0.052913,-79.607074,-101.872182,10.763861,-0.037983,-0.258631,1
0.0,2.340967,-58.821807,-28.60163,-56.838152,164.702879,-9.140377,102.029025,-69.544874,66.247316,75.386015,0.014714,0.264819,-79.8611,-25.578049,-0.258863,0.057754,-79.8611,-101.148925,10.574793,-0.042766,-0.261757,1
0.0,1.771779,-57.152881,-28.682269,-56.993841,169.097458,-6.969456,99.868402,-69.417964,64.715705,70.723672,0.028163,0.267893,-80.124319,-26.308498,-0.261938,0.062836,-80.124319,-100.393512,10.380364,-0.047766,-0.2651,1
0.0,1.201218,-55.43956,-28.740623,-57.112095,173.582499,-4.68173,97.634579,-69.261984,63.146955,65.915012,0.042345,0.270562,-80.397671,-27.073859,-0.265233,0.068179,-80.397671,-99.602787,10.180144,-0.052998,-0.268678,1
0.0,0.629678,-53.680919,-28.775476,-57.188735,178.162086,-2.267515,95.325435,-69.073428,61.54059,60.949504,0.057286,0.272762,-80.682236,-27.877667,-0.268763,0.073803,-80.682236,-98.773161,9.973653,-0.058478,-0.272509,1
0.0,0.0576,-51.875992,-28.785509,-57.218968,182.840353,0.284001,92.938972,-68.848284,59.896154,55.815576,0.073011,0.274424,-80.97926,-28.723961,-0.272548,0.079729,-80.97926,-97.900537,9.760362,-0.064222,-0.276613,1
0.0,-0.514525,-50.023772,-28.769291,-57.197266,187.621429,2.98492,90.473343,-68.581941,58.213218,50.500494,0.089536,0.275474,-81.290194,-29.617372,-0.276605,0.085978,-81.290194,-96.980214,9.539679,-0.070246,-0.281013,1
0.0,-1.086148,-48.123211,-28.725261,-57.117245,192.509354,5.848826,87.926862,-68.269088,56.491401,44.990222,0.106874,0.275833,-81.616739,-30.563241,-0.280956,0.092571,-81.616739,-96.006773,9.310946,-0.076562,-0.285735,1
0.0,-1.656648,-46.17322,-28.651715,-56.971497,197.50797,8.891001,85.298025,-67.90357,54.730384,39.26927,0.125027,0.275419,-81.960908,-31.567759,-0.285624,0.099529,-81.960908,-94.973927,9.073421,-0.083181,-0.290806,1
0.0,-2.225328,-44.172674,-28.546784,-56.751396,202.62076,12.12869,82.585507,-67.478228,52.929938,33.320527,0.143986,0.274146,-82.325105,-32.638145,-0.290633,0.106867,-82.325105,-93.874346,8.826273,-0.090108,-0.296258,1
0.0,-2.791392,-42.120417,-28.408419,-56.446865,207.850627,15.581391,79.788152,-66.984683,51.089954,27.125084,0.163727,0.271933,-82.712236,-33.782865,-0.296009,0.114598,-82.712236,-92.699424,8.568562,-0.097338,-0.302125,1
0.0,-3.353942,-40.015267,-28.234362,-56.04608,213.19959,19.271211,76.904942,-66.413076,49.21049,20.66206,0.184206,0.268701,-83.125856,-35.011918,-0.301779,0.122724,-83.125856,-91.438996,8.299224,-0.104854,-0.308444,1
0.0,-3.911944,-37.856029,-28.022117,-55.535115,218.668363,23.223256,73.93495,-65.751723,47.29183,13.908438,0.205353,0.264384,-83.570374,-36.337186,-0.307974,0.13123,-83.570374,-90.08097,8.017051,-0.112617,-0.315256,1
0.0,-4.46422,-35.641507,-27.768924,-54.897509,224.255774,27.466084,70.877254,-64.98668,45.33456,6.838944,0.227066,0.258938,-84.05135,-37.772897,-0.31462,0.140078,-84.05135,-88.610849,7.720664,-0.120555,-0.322605,1
0.0,-5.009405,-33.370533,-27.471714,-54.113724,229.957955,32.032208,67.730822,-64.101169,43.339676,-0.573987,0.249193,0.252353,-84.57592,-39.336214,-0.321746,0.149193,-84.57592,-87.011124,7.408493,-0.128545,-0.330538,1
0.0,-5.545928,-31.041993,-27.127076,-53.160502,235.76723,36.958625,64.494357,-63.074836,41.308732,-8.360061,0.271521,0.244679,-85.153443,-41.048001,-0.329377,0.158436,-85.153443,-85.26047,7.078739,-0.136388,-0.339101,1
0.0,-6.071957,-28.654876,-26.731199,-52.010071,241.670566,42.28736,61.166086,-61.88276,39.244036,-16.550659,0.293744,0.23606,-85.796498,-42.93382,-0.337531,0.16758,-85.796498,-83.332693,6.729349,-0.143768,-0.34834,1
0.0,-6.58536,-26.208338,-26.279827,-50.629209,247.647428,48.065924,57.743493,-60.494153,37.148927,-25.17778,0.315431,0.226789,-86.5225,-45.02524,-0.346216,0.17625,-86.5225,-81.19534,6.357979,-0.150187,-0.358293,1
0.0,-7.08364,-23.701786,-25.768202,-48.978164,253.666812,54.347593,54.22299,-58.870623,35.028168,-34.271955,0.335961,0.217394,-87.356413,-47.361518,-0.355427,0.183852,-87.356413,-78.807857,5.961982,-0.154864,-0.368981,1
0.0,-7.563864,-21.135011,-25.191001,-47.009468,259.683163,61.19123,50.59951,-56.963883,32.888484,-43.858352,0.354446,0.20878,-88.335582,-49.991763,-0.365141,0.189454,-88.335582,-76.119168,5.538402,-0.156582,-0.380398,1
0.0,-8.022582,-18.508351,-24.542292,-44.666765,265.630815,68.660267,46.866011,-54.712772,30.739344,-53.949695,0.369591,0.202447,-89.51889,-52.977582,-0.375322,0.191615,-89.51889,-73.064506,5.084042,-0.153442,-0.392477,1
0.0,-8.455733,-15.822931,-23.815492,-41.883944,271.416579,76.820124,43.012901,-52.03949,28.594055,-64.533698,0.379512,0.200841,-91.005583,-56.396005,-0.385957,0.188159,-91.005583,-69.561435,4.595634,-0.142477,-0.405052,1
0.0,-8.858542,-13.080988,-23.003378,-38.585129,276.910222,85.732921,39.027381,-48.845195,26.47132,-75.551051,0.38145,0.207881,-92.978143,-60.341769,-0.397184,0.175964,-92.978143,-65.50515,4.070252,-0.119087,-0.417776,1
0.0,-9.225436,-10.28629,-22.098157,-34.686579,281.9331,95.447775,34.892742,-45.005712,24.397406,-86.857814,0.371393,0.229713,-95.814297,-64.92563,-0.409715,0.151111,-95.814297,-60.763809,3.506179,-0.076229,-0.429989,1
0.0,-9.549987,-7.444683,-21.091678,-30.102287,286.246442,105.984348,30.587705,-40.369647,22.409028,-98.163843,0.343635,0.275597,-100.441926,-70.256343,-0.426247,0.111139,-100.441926,-55.176195,2.904612,-0.00347,-0.440485,1
0.0,-9.824939,-4.56474,-19.975839,-24.755882,289.543498,117.30738,26.086014,-34.764464,20.556834,-108.940649,0.290418,0.358461,-109.839227,-76.345565,-0.456126,0.069178,-109.839227,-48.557255,2.272796,0.113597,-0.447138,1
0.0,-10.042405,-1.658428,-18.743311,-18.601718,291.454134,129.291923,21.356641,-28.021663,18.908678,-118.309641,0.202196,0.493629,-138.34622,-82.416874,-0.508768,0.160338,-138.34622,-40.722814,1.629149,0.292054,-0.446382,1
0.0,-10.19432,1.25838,-17.388621,-11.655443,291.5759,141.685423,16.365254,-20.037587,17.550305,-124.978982,0.0695,0.692784,148.031821,-82.216716,-0.214757,0.662313,148.031821,-31.550338,1.00989,0.545415,-0.432784,1
0.0,-10.273233,4.165893,-15.909567,-4.029323,289.542555,154.085055,11.077813,-10.878606,16.578872,-127.403205,-0.112407,0.950535,116.700075,-73.664062,-0.01835,0.956982,116.700075,-21.085176,0.473116,0.869726,-0.39966,1
0.0,-10.273394,7.041274,-14.308666,4.047132,285.130261,165.959306,5.467081,-0.894104,16.084406,-124.372198,-0.336886,1.229251,106.572338,-62.822852,-0.017943,1.274452,106.572338,-9.656463,0.09101,1.227767,-0.342256,1
0.0,-10.191882,9.860606,-12.594051,12.244883,278.359811,176.735678,359.522111,9.271665,16.121333,-115.881274,-0.582651,1.462507,101.543064,-51.370951,-0.069265,1.572772,101.543064,2.106828,-0.076684,1.552165,-0.263043,1
0.0,-10.029315,12.601586,-10.779237,20.198995,269.531143,185.93361,353.259087,18.859647,16.685901,-103.494134,-0.820133,1.589558,98.357609,-40.241346,-0.133094,1.783704,98.357609,13.452732,-0.014028,1.780221,-0.173573,1
0.0,-9.789781,15.24606,-8.881591,27.593151,259.154355,193.275862,346.730067,27.271687,17.717868,-89.619308,-1.02413,1.591169,96.034773,-30.084638,-0.192282,1.882468,96.034773,23.781083,0.244531,1.890191,-0.088532,1
0.0,-9.480024,17.781467,-6.920071,34.219433,247.813564,198.718766,340.025369,34.225922,19.124937,-76.3554,-1.181579,1.489831,94.187931,-21.212931,-0.239777,1.886328,94.187931,32.798843,0.637819,1.901423,-0.017831,1
0.0,-9.108254,20.200906,-4.913091,39.989791,236.040702,202.402283,333.266667,39.722855,20.810585,-64.902119,-1.290585,1.324811,92.636614,-13.655656,-0.274592,1.829025,92.636614,40.486069,1.106239,1.849178,0.035675,1
0.0,-8.683062,22.502228,-2.87709,44.910679,224.247667,204.56723,326.591294,43.92531,22.691034,-55.649731,-1.355796,1.131672,91.285787,-7.284377,-0.298567,1.74061,91.285787,46.976841,1.605669,1.764492,0.073723,1
0.0,-8.212656,24.68674,-0.825907,49.046039,212.715315,205.483456,320.132157,47.053993,24.700576,-48.512499,-1.384633,0.935239,90.080435,-1.916142,-0.314266,1.641072,90.080435,52.457667,2.108369,1.667917,0.099654,1
0.0,-7.704454,26.75798,1.229269,52.485887,201.614042,205.40557,313.999742,49.327662,26.790388,-43.205434,-1.385174,0.750246,88.986121,2.629922,-0.324016,1.541619,88.986121,57.111665,2.598812,1.57097,0.11674,1
0.0,-7.16493,28.720762,3.279626,55.325806,191.033391,204.553032,308.271342,50.937506,28.925152,-39.400608,-1.36506,0.584084,87.979839,6.510378,-0.329634,1.447717,87.979839,61.096803,3.069258,1.479278,0.127599,1
0.0,-6.599628,30.580505,5.318348,57.655919,181.008866,203.105535,302.98893,52.040206,31.07963,-36.796041,-1.330909,0.439375,87.045376,9.852949,-0.33244,1.361563,87.045376,64.541688,3.516533,1.395124,0.134159,1
0.0,-6.013235,32.342801,7.34023,59.556146,171.542261,201.205888,298.163702,52.759483,33.235854,-35.137847,-1.288056,0.315902,86.170795,12.759125,-0.333364,1.283647,86.170795,67.54837,3.939987,1.319053,0.137777,1
0.0,-5.409698,34.013152,9.341331,61.094989,162.615675,198.96568,293.783889,53.190813,35.381046,-34.221588,-1.240542,0.211946,85.347001,15.308776,-0.33305,1.213648,85.347001,70.197082,4.340298,1.250773,0.139393,1
0.0,-4.792336,35.59682,11.318696,62.330069,154.200636,196.471302,289.822919,53.406821,37.506122,-33.886038,-1.191256,0.125141,84.566861,17.564704,-0.331937,1.150899,84.566861,72.550874,4.718784,1.189642,0.139655,1
0.0,-4.163938,37.098758,13.270131,63.309369,146.263809,193.789339,286.246269,53.462268,39.604633,-34.005204,-1.142156,0.052989,83.824657,19.576498,-0.33033,1.094629,83.824657,74.659508,5.077024,1.134904,0.139007,1
0.0,-3.526857,38.523574,15.194027,64.072664,138.770429,190.971013,283.016439,53.398256,41.672021,-34.480897,-1.094492,-0.006867,83.115717,21.383571,-0.328434,1.044074,83.115717,76.562526,5.416657,1.08581,0.137756,1
0.0,-2.883084,39.875531,17.089226,64.652887,131.686298,188.05572,280.096188,53.245575,43.7051,-35.236527,-1.049004,-0.056518,82.436165,23.017495,-0.326392,0.998535,82.436165,78.291602,5.73927,1.04167,0.136115,1
0.0,-2.234308,41.158555,18.954917,65.077333,124.978871,185.073773,277.45041,53.027296,45.701674,-36.21218,-1.006083,-0.097754,81.782744,24.503777,-0.324301,0.957386,81.782744,79.872328,6.046351,1.001869,0.134231,1
0.0,-1.58197,42.376262,20.790555,65.368674,118.617792,182.048501,275.047063,52.760731,47.660281,-37.360796,-0.965885,-0.132074,81.152684,25.863199,-0.322225,0.920081,81.152684,81.32556,6.339268,0.965867,0.132206,1
0.0,-0.927304,43.531972,22.5958,65.545805,112.575099,178.997861,272.857502,52.458898,49.579989,-38.645249,-0.92842,-0.160712,80.54361,27.112837,-0.320211,0.886147,80.54361,82.668436,6.619264,0.9332,0.130111,1
0.0,-0.271371,44.62874,24.37047,65.624528,106.825235,175.935664,270.856452,52.131612,51.460266,-40.036114,-0.893605,-0.184681,79.953466,28.26683,-0.318285,0.855179,79.953466,83.915159,6.887461,0.903467,0.127996,1
0.0,0.384913,45.669375,26.114507,65.618111,101.344953,172.872507,269.021792,51.786289,53.30087,-41.509966,-0.861305,-0.204805,79.380459,29.336981,-0.316469,0.826825,79.380459,85.077588,7.144866,0.876323,0.125896,1
0.0,1.040755,46.656467,27.827941,65.537738,96.113164,169.816492,267.334254,51.428545,55.101775,-43.048074,-0.831362,-0.221758,78.823015,30.333213,-0.314773,0.800786,78.823015,86.1657,7.392387,0.851472,0.123832,1
0.0,1.695463,47.592403,29.510878,65.392873,91.110764,166.773778,265.777097,51.062636,56.863116,-44.635409,-0.803605,-0.236084,78.279742,31.263925,-0.313203,0.776802,78.279742,87.187944,7.630839,0.82866,0.121822,1
0.0,2.348434,48.479389,31.163473,65.191559,86.320453,163.749,264.335782,50.691794,58.585143,-46.259863,-0.777864,-0.248232,77.749405,32.136271,-0.311763,0.754649,77.749405,88.151526,7.860955,0.807664,0.119874,1
0.0,2.999139,49.319466,32.785926,64.940653,81.726559,160.745601,262.997682,50.318466,60.268193,-47.91166,-0.753974,-0.258565,77.230901,32.956386,-0.310454,0.734133,77.230901,89.062627,8.083394,0.788296,0.117995,1
0.0,3.647111,50.114527,34.378462,64.646028,77.314875,157.766089,261.751811,49.944503,61.912662,-49.582881,-0.731782,-0.267383,76.72324,33.729556,-0.309274,0.715086,76.72324,89.926582,8.298752,0.770389,0.116188,1
0.0,4.29194,50.866328,35.94133,64.312724,73.072509,154.81223,260.588595,49.571299,63.518989,-51.267105,-0.711144,-0.274931,76.225529,34.460364,-0.308222,0.697361,76.225529,90.748019,8.507566,0.753799,0.114455,1
0.0,4.93326,51.576503,37.474793,63.945087,68.987743,151.88521,259.499675,49.199896,65.08764,-52.959116,-0.691928,-0.281413,75.736959,35.152801,-0.307295,0.680829,75.736959,91.530972,8.710324,0.738401,0.112796,1
0.0,5.570748,52.246573,38.979123,63.546874,65.049912,148.985755,258.477727,48.831061,66.6191,-54.654677,-0.674015,-0.286998,75.256796,35.81036,-0.306489,0.665378,75.256796,92.27898,8.907467,0.724083,0.111209,1
0.0,6.204115,52.877958,40.454598,63.121339,61.249296,146.114232,257.516325,48.465356,68.113862,-56.350348,-0.657294,-0.291824,74.784369,36.436111,-0.305802,0.650909,74.784369,92.995155,9.099399,0.710749,0.109694,1
0.0,6.833102,53.471986,41.901498,62.671315,57.577018,143.270719,256.609807,48.103175,69.572423,-58.043335,-0.641667,-0.296011,74.319064,37.032766,-0.305229,0.637333,74.319064,93.682249,9.286486,0.698313,0.108248,1
0.0,7.457476,54.029899,43.320102,62.199268,54.024959,140.455071,255.753175,47.74479,70.995277,-59.731382,-0.627043,-0.299654,73.860317,37.602727,-0.304767,0.624574,73.860317,94.342706,9.469064,0.686698,0.106869,1
0.0,8.077029,54.552861,44.710688,61.707351,50.585678,137.666969,254.942005,47.39037,72.382914,-61.412665,-0.613343,-0.302837,73.407606,38.148131,-0.304414,0.612562,73.407606,94.978704,9.647441,0.675839,0.105554,1
0.0,8.691571,55.041966,46.073529,61.19745,47.252349,134.905956,254.172364,47.040011,73.735816,-63.085726,-0.600492,-0.30563,72.960451,38.670885,-0.304165,0.601235,72.960451,95.59219,9.821898,0.665674,0.104302,1
0.0,9.300931,55.498241,47.408893,60.67122,44.018693,132.17147,253.440754,46.693748,75.054453,-64.7494,-0.588425,-0.30809,72.518404,39.172698,-0.304018,0.590539,72.518404,96.184913,9.992696,0.656149,0.103109,1
0.0,9.904954,55.922653,48.717042,60.13011,40.87893,129.462868,252.744048,46.351572,76.339285,-66.402773,-0.577081,-0.31027,72.081049,39.655106,-0.30397,0.580424,72.081049,96.758446,10.160073,0.647218,0.101972,1
0.0,10.503496,56.316114,49.998231,59.5754,37.827726,126.779447,252.079449,46.013436,77.590761,-68.045132,-0.566407,-0.312211,71.647997,40.119493,-0.304018,0.570846,71.647997,97.314212,10.324253,0.638837,0.10089,1
0.0,11.096427,56.679486,51.252709,59.008212,34.860154,124.120458,251.444442,45.679268,78.809313,-69.675937,-0.556353,-0.313949,71.218884,40.567108,-0.304159,0.561765,71.218884,97.8535,10.485441,0.630968,0.099861,1
0.0,11.683629,57.013581,52.480716,58.429538,31.971656,121.48512,250.836766,45.348975,79.995364,-71.294785,-0.546875,-0.315517,70.793369,40.999085,-0.304392,0.553144,70.793369,98.37748,10.643826,0.623575,0.098881,1
0.0,12.26499,57.319169,53.682485,57.840252,29.158004,118.872631,250.254382,45.022448,81.14932,-72.901393,-0.537932,-0.316942,70.371128,41.416453,-0.304714,0.544951,70.371128,98.887221,10.799587,0.616627,0.097948,1
0.0,12.840408,57.596978,54.85824,57.241125,26.415277,116.282175,249.695442,44.699567,82.271573,-74.495574,-0.529488,-0.318246,69.951858,41.820149,-0.305123,0.537157,69.951858,99.383697,10.952889,0.610096,0.097062,1
0.0,13.409788,57.847698,56.008197,56.632837,23.739828,113.712927,249.158275,44.380205,83.362503,-76.077224,-0.521509,-0.31945,69.535271,42.21103,-0.305618,0.529733,69.535271,99.867802,11.103886,0.603955,0.096219,1
0.0,13.973043,58.071987,57.132564,56.015987,21.128265,111.164063,248.641359,44.064228,84.422474,-77.646304,-0.513965,-0.320572,69.121093,42.589877,-0.306197,0.522656,69.121093,100.340357,11.252724,0.598182,0.095418,1
0.0,14.530088,58.270466,58.231541,55.391104,18.577423,108.634758,248.143309,43.751498,85.451839,-79.202831,-0.506827,-0.321626,68.709063,42.957408,-0.306859,0.515902,68.709063,100.802117,11.399539,0.592754,0.094657,1
0.0,15.080846,58.443728,59.305319,54.758652,16.084351,106.124193,247.662863,43.441875,86.450935,-80.746867,-0.500072,-0.322627,68.298932,43.314282,-0.307602,0.509452,68.298932,101.253779,11.544457,0.587653,0.093934,1
0.0,15.625243,58.592337,60.354082,54.119041,13.646288,103.631556,247.198865,43.135219,87.420086,-82.278515,-0.493674,-0.323586,67.890462,43.661105,-0.308426,0.503285,67.890462,101.695988,11.687599,0.582861,0.093248,1
0.0,16.16321,58.716829,61.378005,53.472628,11.260654,101.156046,246.750256,42.83139,88.359606,-83.797906,-0.487614,-0.324514,67.483425,43.998436,-0.309329,0.497385,67.483425,102.129343,11.829078,0.578362,0.092598,1
0.0,16.69468,58.817716,62.377255,52.819726,8.925028,98.696868,246.316064,42.530247,89.269793,-85.305196,-0.481871,-0.325419,67.077599,44.326791,-0.310311,0.491736,67.077599,102.554398,11.969003,0.57414,0.091981,1
0.0,17.219589,58.895488,63.351991,52.160607,6.637144,96.253244,245.895395,42.231653,90.150934,-86.800562,-0.476428,-0.32631,66.672773,44.646646,-0.311372,0.486322,66.672773,102.971671,12.107474,0.570182,0.091397,1
0.0,17.737878,58.950611,64.302366,51.495505,4.394869,93.824404,245.487426,41.935469,91.003306,-88.284199,-0.471267,-0.327193,66.268741,44.958444,-0.31251,0.48113,66.268741,103.381644,12.244588,0.566476,0.090845,1
0.0,18.249486,58.983531,65.228524,50.824624,2.196203,91.409591,245.091397,41.64156,91.827171,-89.756312,-0.466375,-0.328076,65.865304,45.262595,-0.313725,0.476147,65.865304,103.784767,12.380437,0.56301,0.090323,1
0.0,-9.069677,-42.956705,-7.174359,-54.655571,-54.885832,-98.240327,125.056248,-53.304092,43.56082,317.793367,-0.364029,0.098039,-91.18915,-9.479664,-0.281969,-0.250245,-91.18915,75.766086,-19.318926,-0.252703,0.279768,4
0.0,-9.60869,-43.470386,-8.150645,-53.141081,-47.877115,-96.997967,122.838318,-53.335864,44.251038,312.423168,-0.317222,0.102602,-91.885029,-10.613973,-0.253914,-0.216067,-91.885029,74.561973,-18.640948,-0.21709,0.25304,4
0.0,-10.132388,-43.914762,-9.113945,-51.59284,-41.022891,-95.644142,120.698815,-53.341809,44.893095,306.928658,-0.274163,0.104998,-92.548217,-11.713289,-0.228312,-0.184564,-92.548217,73.402652,-17.992449,-0.184545,0.228327,4
0.0,-10.640443,-44.291325,-10.063177,-50.012729,-34.312672,-94.185567,118.631123,-53.324926,45.48684,301.326377,-0.234449,0.10558,-93.182169,-12.781447,-0.204841,-0.155414,-93.182169,72.282769,-17.370891,-0.154661,0.20541,4
0.0,-11.132543,-44.601463,-10.997324,-48.402184,-27.736678,-92.627855,116.629083,-53.287747,46.032173,295.629407,-0.197721,0.104636,-93.789918,-13.821931,-0.183226,-0.128337,-93.789918,71.197588,-16.773985,-0.12709,0.184094,4
0.0,-11.60839,-44.846475,-11.915417,-46.762263,-21.285781,-90.97565,114.686955,-53.232405,46.529035,289.847976,-0.163662,0.102403,-94.374143,-14.837924,-0.163231,-0.103089,-94.374143,70.142886,-16.199659,-0.101535,0.164202,4
0.0,-12.067694,-45.027568,-12.816533,-45.09369,-14.951459,-89.232752,112.799385,-53.160694,46.977389,283.989944,-0.131991,0.099074,-94.937223,-15.832347,-0.144653,-0.079453,-94.937223,69.114873,-15.646041,-0.077739,0.145581,4
0.0,-12.510171,-45.145867,-13.699779,-43.3969,-8.725746,-87.402205,110.961371,-53.07412,47.37722,278.061187,-0.102455,0.094806,-95.481286,-16.807903,-0.127314,-0.057241,-95.481286,68.110118,-15.111429,-0.055479,0.128091,4
0.0,-12.935539,-45.20242,-14.564291,-41.672068,-2.601185,-85.486387,109.168229,-52.973941,47.728519,272.065912,-0.074833,0.089727,-96.008241,-17.767105,-0.11106,-0.036284,-96.008241,67.125493,-14.594277,-0.034562,0.111608,4
0.0,-13.343519,-45.198205,-15.409227,-39.919139,3.429208,-83.487063,107.415559,-52.861203,48.031287,266.006904,-0.048924,0.083938,-96.519814,-18.712307,-0.095755,-0.016435,-96.519814,66.15812,-14.093175,-0.014818,0.096018,4
0.0,-13.733828,-45.134128,-16.233757,-38.137845,9.371985,-81.405447,105.699215,-52.736764,48.285522,259.885723,-0.024552,0.077521,-97.017575,-19.645734,-0.08128,0.002441,-97.017575,65.205333,-13.606835,0.003903,0.081223,4
0.0,-14.10618,-45.011037,-17.037063,-36.327722,15.233299,-79.242241,104.015276,-52.601316,48.491218,253.702869,-0.001556,0.070542,-97.502958,-20.569498,-0.067527,0.020462,-97.502958,64.264635,-13.134077,0.021733,0.067129,4
0.0,-14.460284,-44.829715,-17.81833,-34.488124,21.018934,-76.997667,102.360015,-52.45541,48.648364,247.4579,0.020205,0.063049,-97.977286,-21.485627,-0.054401,0.037735,-97.977286,63.33367,-12.673815,0.03879,0.053653,4
0.0,-14.795841,-44.590892,-18.576744,-32.618231,26.734332,-74.671495,100.729873,-52.299463,48.756937,241.14954,0.04086,0.055078,-98.441783,-22.396085,-0.041814,0.054357,-98.441783,62.410193,-12.22505,0.055181,0.04072,4
0.0,-15.112544,-44.295246,-19.311486,-30.717052,32.38462,-72.263061,99.121432,-52.133774,48.816904,234.775748,0.060524,0.046656,-98.897593,-23.302784,-0.029688,0.070417,-98.897593,61.49204,-11.786861,0.071002,0.028259,4
