#name zcmb zhel dz mb dmb
13305 0.21313 0.21313 0.0 20.73185 0.12325 
13354 0.1568 0.1568 0.0 19.944 0.1104 
13506 0.24317 0.24317 0.0 21.24885 0.15475 
13511 0.23823 0.23823 0.0 21.2481 0.14335 
13641 0.20827 0.20827 0.0 20.70195 0.1319 
13655 0.25085 0.25085 0.0 21.4064 0.1659 
13727 0.2251 0.2251 0.0 20.861 0.12955 
13757 0.28707 0.28707 0.0 21.45405 0.14295 
13830 0.32944 0.32944 0.0 21.65335 0.14295 
13835 0.24575 0.24575 0.0 21.128 0.1225 
13894 0.11981 0.11981 0.0 19.65185 0.142 
13934 0.32891 0.32891 0.0 22.21015 0.20955 
14157 0.21037 0.21037 0.0 20.57655 0.1203 
14212 0.20284 0.20284 0.0 20.7349 0.1164 
14261 0.28403 0.28403 0.0 21.2982 0.13635 
14284 0.18046 0.18046 0.0 20.13755 0.10565 
14298 0.26043 0.26043 0.0 21.31275 0.1521 
14437 0.14774 0.14774 0.0 19.8403 0.1023 
14456 0.32753 0.32753 0.0 21.80515 0.13855 
14481 0.24177 0.24177 0.0 21.3452 0.1569 
14846 0.22308 0.22308 0.0 20.93075 0.1281 
14984 0.18261 0.18261 0.0 20.58185 0.1376 
15132 0.15286 0.15286 0.0 20.0024 0.10245 
15171 0.13806 0.13806 0.0 19.70325 0.10245 
15201 0.2071 0.2071 0.0 21.03995 0.18575 
15203 0.20291 0.20291 0.0 20.64165 0.1209 
15222 0.19777 0.19777 0.0 20.49105 0.129 
15229 0.2223 0.2223 0.0 20.9356 0.1392 
15356 0.27307 0.27307 0.0 21.30625 0.14505 
15365 0.18628 0.18628 0.0 20.52515 0.11385 
15425 0.15933 0.15933 0.0 19.83815 0.1054 
15433 0.21911 0.21911 0.0 20.8854 0.1261 
15453 0.17354 0.17354 0.0 20.4812 0.1283 
15466 0.2441 0.2441 0.0 20.96025 0.1449 
15508 0.13366 0.13366 0.0 19.59395 0.101 
15584 0.28313 0.28313 0.0 21.4441 0.13595 
15648 0.17365 0.17365 0.0 20.3284 0.1373 
15674 0.1963 0.1963 0.0 20.70795 0.1369 
15704 0.36924 0.36924 0.0 22.26255 0.14325 
15872 0.20562 0.20562 0.0 20.5658 0.12095 
15897 0.17371 0.17371 0.0 20.28215 0.12665 
16069 0.12672 0.12672 0.0 19.526 0.1097 
16072 0.284 0.284 0.0 21.474 0.15145 
16100 0.19358 0.19358 0.0 20.5958 0.1361 
16185 0.10036 0.10036 0.0 18.95705 0.11145 
16232 0.37386 0.37386 0.0 22.3047 0.0854 
16259 0.11787 0.11787 0.0 19.35185 0.11365 
16276 0.1919 0.1919 0.0 20.5315 0.1404 
16350 0.23657 0.23657 0.0 21.01435 0.146 
17171 0.15881 0.15881 0.0 19.99615 0.1245 
17186 0.07877 0.07877 0.0 18.7576 0.11205 
17208 0.13847 0.13847 0.0 19.99935 0.13335 
17223 0.23359 0.23359 0.0 20.88475 0.1537 
17253 0.1567 0.1567 0.0 20.02475 0.15485 
17258 0.08833 0.08833 0.0 18.4809 0.11615 
17280 0.12995 0.12995 0.0 19.79635 0.12165 
17332 0.18223 0.18223 0.0 20.3359 0.12625 
17340 0.25654 0.25654 0.0 21.13985 0.14805 
17435 0.21651 0.21651 0.0 20.8123 0.13625 
17605 0.14519 0.14519 0.0 19.90865 0.1399 
17629 0.13653 0.13653 0.0 19.58645 0.1105 
17801 0.20493 0.20493 0.0 20.934 0.1568 
18091 0.36939 0.36939 0.0 22.04745 0.1558 
18415 0.12924 0.12924 0.0 19.61205 0.10875 
18463 0.26658 0.26658 0.0 21.33225 0.14765 
18485 0.27805 0.27805 0.0 21.3866 0.13915 
18604 0.17461 0.17461 0.0 20.5056 0.1317 
18612 0.11376 0.11376 0.0 19.1271 0.10675 
18650 0.11229 0.11229 0.0 19.38095 0.1026 
18740 0.15333 0.15333 0.0 19.8424 0.10465 
18768 0.1965 0.1965 0.0 20.7379 0.13845 
18787 0.18914 0.18914 0.0 20.88525 0.12885 
18807 0.17708 0.17708 0.0 20.47675 0.1273 
19008 0.21731 0.21731 0.0 20.7809 0.13945 
19101 0.18542 0.18542 0.0 20.33785 0.1283 
19174 0.16382 0.16382 0.0 20.0237 0.11915 
19207 0.2569 0.2569 0.0 21.34695 0.16715 
19543 0.1218 0.1218 0.0 19.58065 0.13445 
19616 0.16514 0.16514 0.0 20.09405 0.10665 
19658 0.1984 0.1984 0.0 20.6407 0.1317 
19702 0.26828 0.26828 0.0 21.39935 0.16265 
19757 0.40078 0.40078 0.0 22.165 0.1348 
19940 0.14566 0.14566 0.0 19.6731 0.12755 
19968 0.05573 0.05573 0.0 17.56165 0.10915 
19992 0.22425 0.22425 0.0 21.16495 0.15345 
20040 0.28622 0.28622 0.0 21.42305 0.15585 
20048 0.18365 0.18365 0.0 20.55265 0.14145 
20064 0.1036 0.1036 0.0 18.96075 0.10555 
20106 0.33096 0.33096 0.0 22.03 0.19055 
20144 0.2184 0.2184 0.0 20.76195 0.1415 
20345 0.26327 0.26327 0.0 21.035 0.1514 
20430 0.16267 0.16267 0.0 20.2483 0.1303 
20625 0.10689 0.10689 0.0 19.2184 0.10455 
20764 0.16503 0.16503 0.0 20.0849 0.11585 
21034 0.10757 0.10757 0.0 19.24475 0.10865 
22075 0.12913 0.12913 0.0 19.5083 0.1143 
2001ah 0.05948 0.05948 0.0 17.71775 0.12625 
2001az 0.04093 0.04093 0.0 17.0528 0.11665 
2001da 0.01705 0.01705 0.0 14.85645 0.1832 
2001en 0.01531 0.01531 0.0 14.59755 0.1613 
2001fe 0.01472 0.01472 0.0 14.6158 0.14905 
2001gb 0.02673 0.02673 0.0 15.97105 0.16165 
2001G 0.01732 0.01732 0.0 14.8718 0.1587 
2001ic 0.04437 0.04437 0.0 16.72085 0.19805 
2001V 0.01567 0.01567 0.0 14.4307 0.15405 
2002bf 0.02477 0.02477 0.0 15.6593 0.1718 
2002bz 0.038 0.038 0.0 16.7664 0.13185 
2002ck 0.0299 0.0299 0.0 16.2413 0.123 
2002cr 0.01012 0.01012 0.0 13.90745 0.19825 
2002de 0.0258 0.0258 0.0 16.1648 0.1376 
2002dp 0.01038 0.01038 0.0 14.0496 0.2048 
2002eu 0.03791 0.03791 0.0 16.5851 0.2001 
2002G 0.03507 0.03507 0.0 16.45115 0.16785 
2002ha 0.01268 0.01268 0.0 14.4486 0.171 
2002he 0.02525 0.02525 0.0 15.82815 0.13295 
2002kf 0.01908 0.01908 0.0 15.3534 0.14115 
2003ae 0.03489 0.03489 0.0 16.36835 0.1667 
2003ch 0.0295 0.0295 0.0 16.3438 0.12735 
2003cq 0.03416 0.03416 0.0 16.57565 0.1563 
2003fa 0.04067 0.04067 0.0 16.7928 0.1127 
2003hu 0.07515 0.07515 0.0 17.8882 0.1248 
2003ic 0.05581 0.05581 0.0 17.23215 0.12285 
2003it 0.02529 0.02529 0.0 15.7896 0.1405 
2003iv 0.03501 0.03501 0.0 16.6581 0.12485 
2003U 0.02846 0.02846 0.0 16.0051 0.13405 
2004as 0.0328 0.0328 0.0 16.64085 0.12525 
2004L 0.03378 0.03378 0.0 16.38795 0.1403 
2005hc 0.04597 0.04597 0.0 17.2822 0.1025 
2005hf 0.04341 0.04341 0.0 16.93145 0.1209 
2005hj 0.05684 0.05684 0.0 17.73355 0.1203 
2005ki 0.02024 0.02024 0.0 15.2868 0.12735 
2005lu 0.03191 0.03191 0.0 16.59205 0.12775 
2005lz 0.0415 0.0415 0.0 16.9967 0.1259 
2005mc 0.02639 0.02639 0.0 15.93305 0.1399 
2005ms 0.02651 0.02651 0.0 16.06745 0.1248 
2005na 0.02689 0.02689 0.0 15.87545 0.126 
2006ac 0.02349 0.02349 0.0 15.6236 0.1338 
2006ah 0.05067 0.05067 0.0 17.57225 0.158 
2006ak 0.04093 0.04093 0.0 16.7302 0.1297 
2006al 0.06877 0.06877 0.0 18.16815 0.11055 
2006ax 0.01754 0.01754 0.0 14.9841 0.1341 
2006bb 0.02557 0.02557 0.0 15.8607 0.1496 
2006bq 0.02189 0.02189 0.0 15.53085 0.1381 
2006bw 0.03155 0.03155 0.0 16.1279 0.14115 
2006cj 0.06845 0.06845 0.0 18.31035 0.1248 
2006cp 0.02249 0.02249 0.0 15.56975 0.1391 
2006cq 0.04949 0.04949 0.0 17.32405 0.12545 
2006en 0.03161 0.03161 0.0 16.3736 0.12625 
2006gr 0.03434 0.03434 0.0 16.61295 0.1249 
2006gt 0.04486 0.04486 0.0 17.2055 0.14795 
2006hb 0.01531 0.01531 0.0 14.74935 0.1526 
2006is 0.03048 0.03048 0.0 16.25295 0.1342 
2006je 0.03837 0.03837 0.0 16.9021 0.16555 
2006mo 0.03682 0.03682 0.0 16.77055 0.12655 
2006mp 0.0221 0.0221 0.0 15.7795 0.13695 
2006N 0.01402 0.01402 0.0 14.64805 0.16195 
2006oa 0.0589 0.0589 0.0 17.792 0.11395 
2006ob 0.05895 0.05895 0.0 17.7707 0.10045 
2006on 0.06888 0.06888 0.0 18.1778 0.15105 
2006or 0.0204 0.0204 0.0 15.7067 0.156 
2006qo 0.02894 0.02894 0.0 16.02685 0.1316 
2006sr 0.02384 0.02384 0.0 15.7013 0.1335 
2006td 0.01451 0.01451 0.0 14.89705 0.16765 
2006te 0.03292 0.03292 0.0 16.452 0.1185 
2007ae 0.06455 0.06455 0.0 17.78945 0.1136 
2007ap 0.01663 0.01663 0.0 15.01385 0.15025 
2007ar 0.05359 0.05359 0.0 17.4687 0.1439 
2007bd 0.03163 0.03163 0.0 16.21965 0.11945 
2007co 0.02751 0.02751 0.0 15.9978 0.1291 
2007cq 0.02559 0.02559 0.0 15.5514 0.1259 
2007F 0.02401 0.02401 0.0 15.78645 0.12635 
2007O 0.03713 0.03713 0.0 16.56045 0.1177 
2008af 0.03408 0.03408 0.0 16.39975 0.12455 
2008bf 0.02454 0.02454 0.0 15.6001 0.1278 
2008L 0.01697 0.01697 0.0 14.91335 0.1531 
2007A 0.01629 0.01629 0.0 15.17685 0.15115 
2007aj 0.03184 0.03184 0.0 16.34225 0.12125 
2007cb 0.037 0.037 0.0 16.74885 0.12725 
2007cc 0.02932 0.02932 0.0 15.8648 0.1457 
2007fb 0.0174 0.0174 0.0 15.26595 0.1485 
2007hu 0.03578 0.03578 0.0 16.59205 0.1761 
2007is 0.02845 0.02845 0.0 16.04785 0.1364 
2007kh 0.05035 0.05035 0.0 17.2903 0.16335 
2007kk 0.04269 0.04269 0.0 16.93325 0.117 
2007ob 0.03212 0.03212 0.0 16.23615 0.1431 
2007su 0.02752 0.02752 0.0 16.0669 0.14255 
2007ux 0.03049 0.03049 0.0 16.28725 0.1419 
2008C 0.01724 0.01724 0.0 14.9294 0.1556 
2008Y 0.07063 0.07063 0.0 18.05925 0.1229 
2008ac 0.05344 0.05344 0.0 17.62205 0.1398 
2008ar 0.02878 0.02878 0.0 16.10835 0.12155 
2008at 0.03518 0.03518 0.0 16.42245 0.15235 
2008bw 0.03348 0.03348 0.0 16.4802 0.15235 
2008by 0.04651 0.04651 0.0 17.18185 0.11625 
2008bz 0.06119 0.06119 0.0 17.9246 0.11905 
2008cf 0.04714 0.04714 0.0 17.16275 0.12315 
2008ds 0.0212 0.0212 0.0 15.4466 0.1437 
2008fr 0.04028 0.04028 0.0 16.8206 0.11335 
2008gb 0.03863 0.03863 0.0 16.86145 0.1275 
2008gl 0.03314 0.03314 0.0 16.39225 0.12215 
2009D 0.02414 0.02414 0.0 15.68035 0.1291 
2009ad 0.02837 0.02837 0.0 16.1044 0.12155 
2009an 0.01043 0.01043 0.0 13.9248 0.20035 
2009ds 0.02038 0.02038 0.0 15.42955 0.14185 
2008050 0.0471 0.0471 0.0 16.9842 0.14465 
2008051 0.03984 0.03984 0.0 16.7074 0.1146 
2009kk 0.0122 0.0122 0.0 14.4566 0.1737 
2009kq 0.01271 0.01271 0.0 14.2811 0.1749 
2009le 0.01763 0.01763 0.0 14.9354 0.1562 
2009na 0.02171 0.02171 0.0 15.502 0.13615 
2009nq 0.01572 0.01572 0.0 14.86115 0.1939 
2010A 0.01972 0.01972 0.0 15.27645 0.15785 
2010H 0.01678 0.01678 0.0 14.92685 0.15925 
2010Y 0.01226 0.01226 0.0 14.4674 0.17765 
2010dt 0.05322 0.05322 0.0 17.57915 0.12805 
PTF10bjs 0.03055 0.03055 0.0 15.88935 0.45085 
2004ef 0.03001 0.03001 0.0 16.1733 0.12025 
2004eo 0.01506 0.01506 0.0 14.6193 0.15445 
2004ey 0.0153 0.0153 0.0 14.6705 0.1456 
2004gu 0.04713 0.04713 0.0 17.1679 0.1151 
2005be 0.03411 0.03411 0.0 16.515 0.1148 
2005bo 0.0152 0.0152 0.0 14.53545 0.1635 
2005el 0.01504 0.01504 0.0 14.69915 0.1491 
2005eq 0.02763 0.02763 0.0 16.23455 0.1179 
2005iq 0.03359 0.03359 0.0 16.59355 0.1061 
2005kc 0.01447 0.01447 0.0 14.6408 0.16555 
2005M 0.02547 0.02547 0.0 15.86575 0.1242 
2006bh 0.01082 0.01082 0.0 14.0086 0.18445 
2006ef 0.01741 0.01741 0.0 15.1 0.1498 
2006ej 0.02031 0.02031 0.0 15.30565 0.1353 
2006eq 0.04819 0.04819 0.0 17.4344 0.12175 
2006et 0.02223 0.02223 0.0 15.3918 0.13205 
2006ev 0.02811 0.02811 0.0 16.3465 0.12485 
2006lu 0.05458 0.05458 0.0 17.4521 0.1018 
2006py 0.05721 0.05721 0.0 17.60445 0.1094 
2007bc 0.02091 0.02091 0.0 15.36595 0.1368 
2007ca 0.01454 0.01454 0.0 14.99535 0.1656 
2007nq 0.0431 0.0431 0.0 16.97675 0.10685 
2008bq 0.03273 0.03273 0.0 16.3843 0.1205 
2008gp 0.03399 0.03399 0.0 16.35135 0.11105 
2008hv 0.01382 0.01382 0.0 14.47835 0.15385 
1993ac 0.05092 0.05092 0.0 17.42035 0.1224 
1993ae 0.01752 0.01752 0.0 15.0558 0.1465 
1994M 0.02482 0.02482 0.0 15.64995 0.13485 
1994Q 0.0288 0.0288 0.0 16.09165 0.13605 
1994S 0.01568 0.01568 0.0 14.7589 0.1525 
1995ak 0.02197 0.02197 0.0 15.36745 0.1436 
1996bl 0.03426 0.03426 0.0 16.4701 0.12025 
1996bv 0.01698 0.01698 0.0 14.6697 0.1558 
1996C 0.02752 0.02752 0.0 16.23595 0.1341 
1997dg 0.03438 0.03438 0.0 16.6071 0.12105 
1997E 0.01318 0.01318 0.0 14.55605 0.17285 
1997Y 0.01726 0.01726 0.0 14.9156 0.1511 
1998dk 0.01209 0.01209 0.0 13.9791 0.1914 
1998dx 0.05418 0.05418 0.0 17.3218 0.11385 
1998ec 0.0197 0.0197 0.0 15.45455 0.1578 
1998ef 0.01662 0.01662 0.0 14.6312 0.14705 
1998eg 0.02398 0.02398 0.0 15.8239 0.13525 
1999cc 0.03144 0.03144 0.0 16.31895 0.12075 
1999dq 0.01291 0.01291 0.0 14.1903 0.1716 
1999ef 0.03827 0.03827 0.0 16.99715 0.1201 
1999ej 0.01532 0.01532 0.0 14.9486 0.16405 
1999X 0.02643 0.02643 0.0 15.91835 0.1425 
2000B 0.0202 0.0202 0.0 15.02285 0.15165 
2000cf 0.0373 0.0373 0.0 16.8196 0.11505 
2000cn 0.02348 0.02348 0.0 15.66265 0.13895 
2000dk 0.01635 0.01635 0.0 14.8831 0.1518 
2000fa 0.02275 0.02275 0.0 15.5348 0.13625 
000006 0.23027 0.23027 0.0 21.0138 0.14645 
000011 0.38164 0.38164 0.0 22.52675 0.14085 
000034 0.2534 0.2534 0.0 21.09145 0.11245 
000091 0.15269 0.15269 0.0 19.93715 0.11585 
000142 0.43673 0.43673 0.0 22.84545 0.14185 
000190 0.10242 0.10242 0.0 19.15365 0.1077 
000199 0.37164 0.37164 0.0 22.12745 0.10645 
000215 0.46664 0.46664 0.0 22.7822 0.11645 
000236 0.19602 0.19602 0.0 20.50135 0.109 
000420 0.31156 0.31156 0.0 21.7417 0.10825 
010026 0.0322 0.0322 0.0 16.472 0.1289 
020027 0.10989 0.10989 0.0 19.29245 0.12085 
020096 0.22562 0.22562 0.0 20.723 0.12425 
020176 0.26051 0.26051 0.0 21.22765 0.12265 
030066 0.22556 0.22556 0.0 20.8629 0.1228 
040137 0.44758 0.44758 0.0 22.59905 0.1524 
040166 0.44007 0.44007 0.0 22.85455 0.16925 
040782 0.33742 0.33742 0.0 21.74045 0.14605 
050005 0.52851 0.52851 0.0 22.8422 0.14315 
050203 0.57613 0.57613 0.0 23.2359 0.14515 
050251 0.38775 0.38775 0.0 22.3891 0.15885 
050293 0.36001 0.36001 0.0 21.92755 0.1335 
050301 0.34701 0.34701 0.0 21.7912 0.14045 
050607 0.43927 0.43927 0.0 22.56615 0.132 
070955 0.34923 0.34923 0.0 21.8575 0.11575 
080723 0.43015 0.43015 0.0 22.5444 0.12545 
090201 0.50818 0.50818 0.0 22.7793 0.14135 
091869 0.28845 0.28845 0.0 21.4826 0.1256 
100090 0.17281 0.17281 0.0 20.49025 0.1308 
100163 0.31774 0.31774 0.0 21.8387 0.1521 
100213 0.27509 0.27509 0.0 21.50715 0.1382 
100405 0.10293 0.10293 0.0 18.90405 0.12325 
110033 0.20584 0.20584 0.0 20.5539 0.15765 
110478 0.2646 0.2646 0.0 21.2449 0.1389 
110536 0.23466 0.23466 0.0 20.8644 0.19515 
110567 0.21434 0.21434 0.0 20.73405 0.17345 
110719 0.42784 0.42784 0.0 23.03515 0.17065 
110734 0.40214 0.40214 0.0 22.2536 0.149 
120085 0.32218 0.32218 0.0 21.54775 0.14025 
120094 0.45173 0.45173 0.0 22.72345 0.12465 
120336 0.16139 0.16139 0.0 20.07365 0.12015 
120400 0.35161 0.35161 0.0 22.05965 0.1158 
120585 0.249 0.249 0.0 21.02715 0.11585 
130308 0.08223 0.08223 0.0 18.52945 0.1223 
130514 0.10588 0.10588 0.0 19.1167 0.10015 
130862 0.33293 0.33293 0.0 22.0508 0.14375 
140181 0.10227 0.10227 0.0 19.0531 0.1106 
150509 0.29282 0.29282 0.0 21.4896 0.1351 
151034 0.13269 0.13269 0.0 19.53775 0.0994 
160039 0.27088 0.27088 0.0 21.22425 0.12 
160099 0.10044 0.10044 0.0 19.0807 0.10935 
160197 0.35363 0.35363 0.0 22.1458 0.14555 
160200 0.42353 0.42353 0.0 22.599 0.2655 
170428 0.30012 0.30012 0.0 21.71085 0.11935 
180166 0.14761 0.14761 0.0 19.88745 0.11365 
180561 0.22853 0.22853 0.0 20.96525 0.12895 
190230 0.1388 0.1388 0.0 19.82205 0.1072 
190260 0.14343 0.14343 0.0 19.88005 0.10815 
300105 0.09201 0.09201 0.0 18.9547 0.1139 
310025 0.1568 0.1568 0.0 20.1239 0.12545 
310042 0.23851 0.23851 0.0 21.19555 0.2471 
310073 0.14949 0.14949 0.0 20.15155 0.16675 
310091 0.50718 0.50718 0.0 22.9937 0.1404 
310161 0.25249 0.25249 0.0 21.20755 0.11325 
310238 0.28397 0.28397 0.0 21.3163 0.1146 
310574 0.2368 0.2368 0.0 21.0224 0.1241 
320258 0.34092 0.34092 0.0 21.88785 0.1485 
330022 0.26388 0.26388 0.0 21.064 0.1418 
330089 0.34872 0.34872 0.0 22.1162 0.13315 
330128 0.32095 0.32095 0.0 21.71485 0.1245 
330146 0.13523 0.13523 0.0 19.80745 0.1216 
340334 0.30666 0.30666 0.0 21.88165 0.1627 
350047 0.23362 0.23362 0.0 21.21045 0.1599 
350078 0.30078 0.30078 0.0 21.91835 0.1704 
350083 0.36783 0.36783 0.0 21.9904 0.12345 
350233 0.1694 0.1694 0.0 20.2554 0.1144 
350316 0.07976 0.07976 0.0 18.337 0.10315 
350548 0.1806 0.1806 0.0 20.3864 0.1142 
360112 0.18071 0.18071 0.0 20.34675 0.16425 
360140 0.23086 0.23086 0.0 21.03315 0.15375 
360156 0.04582 0.04582 0.0 17.29255 0.1243 
370098 0.22146 0.22146 0.0 20.7853 0.1197 
370308 0.20073 0.20073 0.0 20.5274 0.21145 
370333 0.0755 0.0755 0.0 18.378 0.11965 
370356 0.02627 0.02627 0.0 15.98385 0.1362 
370369 0.19141 0.19141 0.0 20.055 0.15515 
370428 0.1777 0.1777 0.0 20.3552 0.11035 
370563 0.18542 0.18542 0.0 20.5371 0.1169 
380279 0.34931 0.34931 0.0 22.02925 0.13805 
380378 0.27131 0.27131 0.0 21.30945 0.10785 
390264 0.29212 0.29212 0.0 21.17535 0.1226 
390471 0.37051 0.37051 0.0 21.7944 0.11375 
420100 0.09641 0.09641 0.0 18.8215 0.14795 
420159 0.18058 0.18058 0.0 20.2752 0.1117 
420258 0.27446 0.27446 0.0 21.3734 0.1525 
420407 0.2451 0.2451 0.0 21.2589 0.1441 
420417 0.36135 0.36135 0.0 21.9082 0.2036 
430004 0.23152 0.23152 0.0 20.92185 0.1499 
440008 0.14648 0.14648 0.0 19.91105 0.11095 
440042 0.15948 0.15948 0.0 20.18505 0.1775 
440162 0.41929 0.41929 0.0 22.4583 0.14905 
440509 0.31894 0.31894 0.0 21.66595 0.15665 
450175 0.51941 0.51941 0.0 22.97595 0.19605 
460003 0.15069 0.15069 0.0 19.9375 0.11 
460037 0.30249 0.30249 0.0 21.6135 0.15825 
460105 0.21073 0.21073 0.0 20.73865 0.1623 
470008 0.23943 0.23943 0.0 20.71895 0.1478 
470041 0.3318 0.3318 0.0 21.7581 0.12005 
470232 0.20072 0.20072 0.0 20.72485 0.1607 
470244 0.36082 0.36082 0.0 22.1621 0.14215 
480064 0.24275 0.24275 0.0 21.3408 0.1213 
480464 0.22146 0.22146 0.0 20.82175 0.14915 
490008 0.12068 0.12068 0.0 19.3688 0.1916 
490521 0.3416 0.3416 0.0 21.88605 0.16925 
500004 0.25051 0.25051 0.0 21.0268 0.13165 
500057 0.38054 0.38054 0.0 22.1535 0.1307 
500100 0.31079 0.31079 0.0 21.81735 0.13845 
500504 0.1994 0.1994 0.0 20.3968 0.14145 
510251 0.24001 0.24001 0.0 21.0934 0.1643 
510457 0.50275 0.50275 0.0 22.89585 0.20855 
510578 0.37013 0.37013 0.0 22.10035 0.1358 
510638 0.27001 0.27001 0.0 21.36745 0.13725 
520019 0.26312 0.26312 0.0 21.391 0.1313 
520023 0.26801 0.26801 0.0 21.22475 0.16715 
520062 0.30801 0.30801 0.0 21.95175 0.1182 
520077 0.25001 0.25001 0.0 21.3768 0.1625 
520188 0.28051 0.28051 0.0 21.3787 0.11055 
530112 0.3148 0.3148 0.0 21.9041 0.12485 
530219 0.3284 0.3284 0.0 22.1329 0.16575 
540163 0.32944 0.32944 0.0 21.9869 0.11895 
550041 0.25848 0.25848 0.0 21.13905 0.14085 
550096 0.22448 0.22448 0.0 20.6681 0.15385 
550154 0.21079 0.21079 0.0 20.9208 0.1231 
550218 0.38734 0.38734 0.0 22.2944 0.18525 
560087 0.30642 0.30642 0.0 21.6875 0.1493 
560121 0.36491 0.36491 0.0 22.2065 0.1423 
560152 0.2488 0.2488 0.0 21.1327 0.1596 
570025 0.2988 0.2988 0.0 21.39335 0.16425 
570062 0.12365 0.12365 0.0 19.5741 0.1083 
580235 0.33159 0.33159 0.0 21.7689 0.1401 
580275 0.38246 0.38246 0.0 22.18595 0.1824 
580300 0.24074 0.24074 0.0 21.13115 0.11795 
590005 0.17144 0.17144 0.0 20.2873 0.17315 
200132 0.2088 0.2088 0.0 20.859 0.16115 
350180 0.2896 0.2896 0.0 21.715 0.1649 
000010 0.24599 0.24599 0.0 21.1466 0.1219 
000014 0.13659 0.13659 0.0 19.76145 0.12305 
000038 0.15062 0.15062 0.0 19.8557 0.11605 
000137 0.1187 0.1187 0.0 19.26765 0.1244 
000174 0.24494 0.24494 0.0 21.05305 0.1237 
000196 0.3507 0.3507 0.0 21.9623 0.10725 
000202 0.61992 0.61992 0.0 23.4834 0.1156 
000220 0.21986 0.21986 0.0 20.83145 0.10825 
010010 0.09929 0.09929 0.0 19.1829 0.10965 
020090 0.40996 0.40996 0.0 22.4668 0.20545 
030006 0.50276 0.50276 0.0 22.81425 0.2082 
040150 0.38171 0.38171 0.0 22.31495 0.143 
040201 0.27989 0.27989 0.0 21.2969 0.11365 
040780 0.23071 0.23071 0.0 20.74845 0.15255 
050003 0.42693 0.42693 0.0 22.5594 0.1627 
050201 0.55014 0.55014 0.0 23.1391 0.14355 
050291 0.32531 0.32531 0.0 21.96765 0.14105 
050296 0.35092 0.35092 0.0 22.00245 0.1283 
050303 0.32832 0.32832 0.0 21.97245 0.18155 
050580 0.45059 0.45059 0.0 22.4503 0.1316 
070242 0.06441 0.06441 0.0 18.09975 0.1085 
080064 0.06559 0.06559 0.0 17.91255 0.12675 
080646 0.31811 0.31811 0.0 21.8116 0.12465 
090037 0.14539 0.14539 0.0 20.2551 0.1724 
090275 0.13947 0.13947 0.0 19.7799 0.1129 
100101 0.42967 0.42967 0.0 22.75515 0.1527 
100206 0.21641 0.21641 0.0 20.59575 0.11555 
100358 0.36616 0.36616 0.0 21.88675 0.1841 
110425 0.38083 0.38083 0.0 22.2063 0.1382 
110430 0.42086 0.42086 0.0 22.47585 0.16245 
110460 0.19958 0.19958 0.0 20.61175 0.15295 
110484 0.5109 0.5109 0.0 22.8206 0.17305 
110542 0.42696 0.42696 0.0 22.6189 0.15295 
110716 0.31579 0.31579 0.0 21.9342 0.1522 
110721 0.57824 0.57824 0.0 23.2802 0.1624 
120044 0.48176 0.48176 0.0 23.0166 0.15415 
120086 0.39267 0.39267 0.0 22.18855 0.1588 
120143 0.17359 0.17359 0.0 20.08825 0.1083 
120369 0.33059 0.33059 0.0 21.9984 0.1153 
120444 0.29948 0.29948 0.0 21.70345 0.1614 
120586 0.22943 0.22943 0.0 20.95825 0.1411 
130755 0.29291 0.29291 0.0 21.54425 0.1708 
140152 0.20861 0.20861 0.0 20.59295 0.11275 
150254 0.27509 0.27509 0.0 21.2869 0.11615 
150457 0.30337 0.30337 0.0 21.66825 0.11865 
160070 0.35902 0.35902 0.0 22.19585 0.1342 
160126 0.3602 0.3602 0.0 21.8702 0.1604 
160198 0.34902 0.34902 0.0 21.98165 0.1223 
160214 0.63056 0.63056 0.0 23.3169 0.11795 
170078 0.32092 0.32092 0.0 22.0192 0.15495 
180313 0.51002 0.51002 0.0 22.84675 0.1182 
190209 0.36646 0.36646 0.0 22.0067 0.1243 
190340 0.13823 0.13823 0.0 19.7944 0.1038 
300179 0.1792 0.1792 0.0 20.54675 0.14915 
310039 0.17157 0.17157 0.0 20.22 0.11585 
310051 0.27047 0.27047 0.0 21.2356 0.1242 
310090 0.34688 0.34688 0.0 22.23255 0.2533 
310146 0.47942 0.47942 0.0 22.6131 0.1463 
310188 0.31894 0.31894 0.0 21.9169 0.137 
310260 0.51879 0.51879 0.0 22.9578 0.1518 
320099 0.3799 0.3799 0.0 22.18215 0.1306 
320469 0.37089 0.37089 0.0 22.13805 0.26375 
330023 0.18152 0.18152 0.0 20.474 0.12575 
330083 0.22374 0.22374 0.0 20.75105 0.12225 
340229 0.14135 0.14135 0.0 19.8422 0.13225 
350027 0.30567 0.30567 0.0 21.68485 0.12015 
350050 0.40471 0.40471 0.0 22.12805 0.15365 
350080 0.28578 0.28578 0.0 21.43725 0.1358 
350192 0.30156 0.30156 0.0 21.5859 0.13495 
350235 0.26388 0.26388 0.0 21.2319 0.12955 
350374 0.50091 0.50091 0.0 22.9717 0.1963 
350630 0.30525 0.30525 0.0 21.64295 0.1129 
360139 0.38598 0.38598 0.0 22.28245 0.126 
360145 0.1986 0.1986 0.0 20.6442 0.1223 
370066 0.09121 0.09121 0.0 18.75805 0.1103 
370329 0.47796 0.47796 0.0 22.9261 0.1649 
370344 0.33159 0.33159 0.0 21.831 0.11675 
